"peakid","mz","rt","into","chemid","dbid","dbname"
91,115.065134348555,50.0999987125397,13723.5590236387,8,"IROA_P01W13","CYTIDINE"
92,245.096635773803,50.0999987125397,12073.9524551128,8,"IROA_P01W13","CYTIDINE"
93,241.031639462474,29.682000875473,547691.679915377,9,"IROA_P01W15","L-CYSTEINE"
94,263.0133458951,29.682000875473,117400.838193569,9,"IROA_P01W15","L-CYSTEINE"
95,243.027819754777,29.682000875473,55035.3419184898,9,"IROA_P01W15","L-CYSTEINE"
96,242.033469110655,29.682000875473,50547.7879586906,9,"IROA_P01W15","L-CYSTEINE"
97,159.076253766929,32.635999917984,213279.990773481,10,"IROA_P01W16","CITRULLINE"
98,198.084881880082,32.635999917984,103093.861906889,10,"IROA_P01W16","CITRULLINE"
99,176.102557729218,32.635999917984,71977.2709458167,10,"IROA_P01W16","CITRULLINE"
100,124.038997612753,58.4480005502701,537384.979890466,11,"IROA_P01W19","NICOTINATE"
101,125.041823926639,58.4480005502701,36376.6795076581,11,"IROA_P01W19","NICOTINATE"
102,559.152023343217,96.806001663208,400375.143102812,12,"IROA_P01W20","INOSINE"
103,137.045639330923,96.806001663208,392790.781185427,12,"IROA_P01W20","INOSINE"
104,291.070313162151,96.806001663208,284504.519357153,12,"IROA_P01W20","INOSINE"
105,560.154687926434,96.806001663208,97756.566101074,12,"IROA_P01W20","INOSINE"
106,537.169618289787,96.806001663208,52187.110431509,12,"IROA_P01W20","INOSINE"
107,292.072689466525,96.806001663208,34355.6590954102,12,"IROA_P01W20","INOSINE"
108,269.088176345579,96.806001663208,29236.0285080692,12,"IROA_P01W20","INOSINE"
109,138.047803253983,96.806001663208,27727.6009540828,12,"IROA_P01W20","INOSINE"
110,353.04008869795,96.806001663208,12878.3822664392,12,"IROA_P01W20","INOSINE"
111,307.043564704116,96.806001663208,12629.2148666253,12,"IROA_P01W20","INOSINE"
112,313.052120596321,96.806001663208,10321.7031659558,12,"IROA_P01W20","INOSINE"
113,244.07953752296,35.0750005245209,464934.690410511,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
114,244.07949631245,35.0750005245209,253323.563540163,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
115,465.170067044748,35.0750005245209,127829.834543787,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
116,204.086595710602,35.0750005245209,65552.3472808666,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
117,138.054640103793,35.0750005245209,55881.7289650666,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
118,186.075936416288,35.0750005245209,53650.6142473367,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
119,465.169689397784,35.0750005245209,48455.2010995662,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
120,204.086525957391,35.0750005245209,41650.0352330862,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
121,245.082370865691,35.0750005245209,41105.1181359924,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
122,138.054647918628,35.0750005245209,35443.4091552976,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
123,186.07579605619,35.0750005245209,32484.6765373908,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
124,466.172800452253,35.0750005245209,23228.4279781767,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
125,245.082416284691,35.0750005245209,23166.0137657099,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
126,360.156965929118,35.0750005245209,22065.3344258247,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
127,306.049699430662,35.0750005245209,12963.0686397448,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
128,306.049824415059,35.0750005245209,10759.2863699901,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
129,466.17271016699,35.0750005245209,8590.44999272702,13,"IROA_P01W28","N-ACETYL-D-GLUCOSAMINE"
130,130.085919357489,52.7320003509521,365786.698533306,14,"IROA_P01W35","PIPECOLATE"
131,174.049434782222,52.7320003509521,42420.2973702434,14,"IROA_P01W35","PIPECOLATE"
132,84.0810093650645,52.7320003509521,31173.0523808717,14,"IROA_P01W35","PIPECOLATE"
133,476.171689659582,52.7320003509521,31154.4036206151,14,"IROA_P01W35","PIPECOLATE"
134,325.110799043195,52.7320003509521,28308.3441991701,14,"IROA_P01W35","PIPECOLATE"
135,426.190627716659,52.7320003509521,27913.3150953825,14,"IROA_P01W35","PIPECOLATE"
136,131.08875284881,52.7320003509521,26288.0934390422,14,"IROA_P01W35","PIPECOLATE"
137,448.17286884609,52.7320003509521,24432.3485675045,14,"IROA_P01W35","PIPECOLATE"
138,470.154476810486,52.7320003509521,22098.0126144096,14,"IROA_P01W35","PIPECOLATE"
139,152.067488911303,52.7320003509521,16735.2570489035,14,"IROA_P01W35","PIPECOLATE"
140,621.21574599551,52.7320003509521,14897.835216901,14,"IROA_P01W35","PIPECOLATE"
141,150.057782023402,58.2539999485016,101640.69059151,15,"IROA_P01W38","L-METHIONINE"
142,133.031446591321,58.2539999485016,91669.5991579089,15,"IROA_P01W38","L-METHIONINE"
143,337.055880489611,58.2539999485016,23846.3399927401,15,"IROA_P01W38","L-METHIONINE"
144,104.052666315801,58.2539999485016,18846.080398281,15,"IROA_P01W38","L-METHIONINE"
145,194.021739893372,58.2539999485016,15495.8417474351,15,"IROA_P01W38","L-METHIONINE"
146,359.037806594465,58.2539999485016,12466.3372858932,15,"IROA_P01W38","L-METHIONINE"
147,136.062024631185,50.6139993667603,1115226.56816726,16,"IROA_P01W40","ADENINE"
148,137.062854404305,50.6139993667603,89990.1450704362,16,"IROA_P01W40","ADENINE"
149,136.152649338452,50.6139993667603,35301.0462958204,16,"IROA_P01W40","ADENINE"
150,119.034900444491,50.6139993667603,18302.8891571379,16,"IROA_P01W40","ADENINE"
151,136.097432114711,50.6139993667603,12067.656482847,16,"IROA_P01W40","ADENINE"
152,298.098930548675,162.842001914978,1584980.6372331,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
153,298.152549278558,162.842001914978,528831.58668454,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
154,299.098959466132,162.842001914978,303087.470927055,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
155,136.061378743507,162.842001914978,267496.322183142,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
156,300.09455857578,162.842001914978,118179.043117923,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
157,320.078157405621,162.842001914978,92407.6214541097,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
158,298.23182898505,162.842001914978,70577.2886650891,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
159,382.048364177451,162.842001914978,26324.885416923,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
160,298.368521667262,162.842001914978,23165.369938309,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
161,137.062854070279,162.842001914978,20073.9154618583,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
162,301.094984525028,162.842001914978,14703.0746190352,17,"IROA_P01W41","5'-METHYLTHIOADENOSINE"
163,529.151752960868,124.895997047424,198242.427372313,18,"IROA_P01W42","THYMIDINE"
164,127.049817392214,124.895997047424,170305.484870551,18,"IROA_P01W42","THYMIDINE"
165,265.07924871068,124.895997047424,124018.684027554,18,"IROA_P01W42","THYMIDINE"
166,287.061164603909,124.895997047424,84348.3619318539,18,"IROA_P01W42","THYMIDINE"
167,551.133648416415,124.895997047424,56562.5154122976,18,"IROA_P01W42","THYMIDINE"
168,530.154498910676,124.895997047424,45607.3363178109,18,"IROA_P01W42","THYMIDINE"
169,327.049351753784,124.895997047424,20890.6542562837,18,"IROA_P01W42","THYMIDINE"
170,569.139872523032,124.895997047424,19970.7877868845,18,"IROA_P01W42","THYMIDINE"
171,333.066033244788,124.895997047424,14503.501257422,18,"IROA_P01W42","THYMIDINE"
172,552.136449763369,124.895997047424,14141.8276795054,18,"IROA_P01W42","THYMIDINE"
173,200.105284769946,161.49199962616,1016827.55483981,19,"IROA_P01W50","L-TRYPTOPHAN"
174,188.070931404318,161.49199962616,954808.041723186,19,"IROA_P01W50","L-TRYPTOPHAN"
175,200.148873519142,161.49199962616,339394.304732631,19,"IROA_P01W50","L-TRYPTOPHAN"
176,218.128050468321,161.49199962616,176449.125006092,19,"IROA_P01W50","L-TRYPTOPHAN"
177,199.102133911585,161.49199962616,136579.050576239,19,"IROA_P01W50","L-TRYPTOPHAN"
178,189.073625644782,161.49199962616,118771.194298476,19,"IROA_P01W50","L-TRYPTOPHAN"
179,146.05964540977,161.49199962616,102560.80108487,19,"IROA_P01W50","L-TRYPTOPHAN"
180,205.096951084716,161.49199962616,102132.549417809,19,"IROA_P01W50","L-TRYPTOPHAN"
181,156.086925660031,161.49199962616,97563.7629130923,19,"IROA_P01W50","L-TRYPTOPHAN"
182,155.110775377893,161.49199962616,82342.0479612802,19,"IROA_P01W50","L-TRYPTOPHAN"
183,144.080359140861,161.49199962616,74341.2962058488,19,"IROA_P01W50","L-TRYPTOPHAN"
184,240.110000295206,161.49199962616,50792.5778607366,19,"IROA_P01W50","L-TRYPTOPHAN"
185,227.078886241239,161.49199962616,45154.6419325545,19,"IROA_P01W50","L-TRYPTOPHAN"
186,170.059643383313,161.49199962616,38986.1812459411,19,"IROA_P01W50","L-TRYPTOPHAN"
187,249.060913982412,161.49199962616,38557.2515101252,19,"IROA_P01W50","L-TRYPTOPHAN"
188,262.091961034367,161.49199962616,37668.4946390327,19,"IROA_P01W50","L-TRYPTOPHAN"
189,182.093589524101,161.49199962616,37512.1087514305,19,"IROA_P01W50","L-TRYPTOPHAN"
190,127.088646026186,161.49199962616,36789.8545515724,19,"IROA_P01W50","L-TRYPTOPHAN"
191,171.117573408443,161.49199962616,35277.9947327918,19,"IROA_P01W50","L-TRYPTOPHAN"
192,200.215001611967,161.49199962616,31862.6458500072,19,"IROA_P01W50","L-TRYPTOPHAN"
193,154.104568491233,161.49199962616,31848.2885139002,19,"IROA_P01W50","L-TRYPTOPHAN"
194,188.17765882065,161.49199962616,29410.0036278697,19,"IROA_P01W50","L-TRYPTOPHAN"
195,159.091093647049,161.49199962616,26807.8520653118,19,"IROA_P01W50","L-TRYPTOPHAN"
196,217.126242093334,161.49199962616,26600.4607232357,19,"IROA_P01W50","L-TRYPTOPHAN"
197,460.165146392896,161.49199962616,26236.9048887014,19,"IROA_P01W50","L-TRYPTOPHAN"
198,118.064729841711,161.49199962616,24684.8741662824,19,"IROA_P01W50","L-TRYPTOPHAN"
199,143.072342531771,161.49199962616,21217.0255355164,19,"IROA_P01W50","L-TRYPTOPHAN"
200,714.23660869064,161.49199962616,19327.0027770667,19,"IROA_P01W50","L-TRYPTOPHAN"
201,198.098128528493,161.49199962616,17600.4811937303,19,"IROA_P01W50","L-TRYPTOPHAN"
202,142.107480206977,161.49199962616,17094.1520978181,19,"IROA_P01W50","L-TRYPTOPHAN"
203,727.267463335773,161.49199962616,17012.7363044802,19,"IROA_P01W50","L-TRYPTOPHAN"
204,153.096319910756,161.49199962616,16859.7845686725,19,"IROA_P01W50","L-TRYPTOPHAN"
205,488.16430726751,161.49199962616,15781.9693748182,19,"IROA_P01W50","L-TRYPTOPHAN"
206,126.082100934273,161.49199962616,14814.9323635087,19,"IROA_P01W50","L-TRYPTOPHAN"
207,447.134009148197,161.49199962616,14044.6578321859,19,"IROA_P01W50","L-TRYPTOPHAN"
208,206.099648123711,161.49199962616,13012.5702937432,19,"IROA_P01W50","L-TRYPTOPHAN"
209,132.080062820621,161.49199962616,11826.520838949,19,"IROA_P01W50","L-TRYPTOPHAN"
210,473.195997000375,161.49199962616,11469.5163216487,19,"IROA_P01W50","L-TRYPTOPHAN"
211,482.146657859034,161.49199962616,10659.0866290117,19,"IROA_P01W50","L-TRYPTOPHAN"
212,227.114585280847,28.0129998922348,689046.671903162,20,"IROA_P01W58","CARNOSINE"
213,249.095960742649,28.0129998922348,176339.445359618,20,"IROA_P01W58","CARNOSINE"
214,198.087225480013,28.0129998922348,103072.26026414,20,"IROA_P01W58","CARNOSINE"
215,210.087275001093,28.0129998922348,101771.242865187,20,"IROA_P01W58","CARNOSINE"
216,228.116517724757,28.0129998922348,81812.8098466481,20,"IROA_P01W58","CARNOSINE"
217,156.076373575155,28.0129998922348,70400.5693203196,20,"IROA_P01W58","CARNOSINE"
218,123.055126020556,64.9609994888306,353044.436256177,21,"IROA_P01W59","NICOTINAMIDE"
219,124.057629255977,64.9609994888306,26616.8101244664,21,"IROA_P01W59","NICOTINAMIDE"
220,129.104557439734,121.783003807068,522773.202160933,22,"IROA_P01W62","L-PHENYLALANINE"
221,176.113206102325,121.783003807068,339192.574496057,22,"IROA_P01W62","L-PHENYLALANINE"
222,120.080524892787,121.783003807068,153224.796152116,22,"IROA_P01W62","L-PHENYLALANINE"
223,166.085792868677,121.783003807068,102642.666080766,22,"IROA_P01W62","L-PHENYLALANINE"
224,111.080866867673,121.783003807068,38938.3582141494,22,"IROA_P01W62","L-PHENYLALANINE"
225,220.077112600854,121.783003807068,34961.7275208925,22,"IROA_P01W62","L-PHENYLALANINE"
226,128.101644548371,121.783003807068,31940.6104706994,22,"IROA_P01W62","L-PHENYLALANINE"
227,379.138854245023,121.783003807068,21603.7285609255,22,"IROA_P01W62","L-PHENYLALANINE"
228,175.110683273175,121.783003807068,20035.9264682316,22,"IROA_P01W62","L-PHENYLALANINE"
229,389.166346810464,121.783003807068,19286.4258150035,22,"IROA_P01W62","L-PHENYLALANINE"
230,604.227252112306,121.783003807068,18284.5913267008,22,"IROA_P01W62","L-PHENYLALANINE"
231,210.049573946521,121.783003807068,17288.6795905863,22,"IROA_P01W62","L-PHENYLALANINE"
232,158.089759855978,121.783003807068,16425.5742468623,22,"IROA_P01W62","L-PHENYLALANINE"
233,121.083525333104,121.783003807068,15396.8866876594,22,"IROA_P01W62","L-PHENYLALANINE"
234,260.065661959247,121.783003807068,12922.3417875646,22,"IROA_P01W62","L-PHENYLALANINE"
235,167.088899292884,121.783003807068,11077.6642028708,22,"IROA_P01W62","L-PHENYLALANINE"
236,491.203804397546,50.4849994182587,961193.862633978,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
237,553.161542051649,50.4849994182587,172387.20711561,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
238,615.120424542636,50.4849994182587,85106.8721597941,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
239,330.046776358761,50.4849994182587,54123.0358212436,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
240,490.196404275664,50.4849994182587,49793.241094419,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
241,554.164394651403,50.4849994182587,39659.5705822989,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
242,112.050118486802,50.4849994182587,25971.1535559313,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
243,308.063320124279,50.4849994182587,18324.719418592,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
244,591.108539257945,50.4849994182587,11056.8766936227,23,"IROA_P01W66","2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE"
245,137.045510742486,70.9319972991943,543954.621575342,24,"IROA_P01W67","HYPOXANTHINE"
246,159.027316888975,70.9319972991943,105042.38678256,24,"IROA_P01W67","HYPOXANTHINE"
247,138.047584255254,70.9319972991943,38346.5302013047,24,"IROA_P01W67","HYPOXANTHINE"
248,295.065981574445,70.9319972991943,21090.5936136626,24,"IROA_P01W67","HYPOXANTHINE"
249,220.997833953629,70.9319972991943,20341.3534242983,24,"IROA_P01W67","HYPOXANTHINE"
250,132.07644124035,35.3319990634918,481027.108771791,25,"IROA_P01W68","CREATINE"
251,90.0549510355592,35.3319990634918,32429.0818538721,25,"IROA_P01W68","CREATINE"
252,133.078491726519,35.3319990634918,26487.322634693,25,"IROA_P01W68","CREATINE"
253,136.047284613728,35.3319990634918,18119.5938243964,25,"IROA_P01W68","CREATINE"
254,154.057858027378,35.3319990634918,15721.328489657,25,"IROA_P01W68","CREATINE"
255,198.076259022824,63.7730026245117,492826.983578333,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
256,152.070420681857,63.7730026245117,221032.542513961,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
257,181.049275450789,63.7730026245117,141639.535541595,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
258,139.038538740206,63.7730026245117,58855.8115865346,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
259,199.079162113897,63.7730026245117,49897.3051536397,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
260,135.043797076405,63.7730026245117,43261.7274248449,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
261,163.038615560627,63.7730026245117,38057.9714719796,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
262,153.073307470081,63.7730026245117,19941.1078113786,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
263,434.071211913504,63.7730026245117,19047.4313304849,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
264,182.052479018949,63.7730026245117,13166.4064219147,26,"IROA_P01W69","3,4-DIHYDROXY-L-PHENYLALANINE"
265,152.056574417018,96.1010026931763,191371.570832862,27,"IROA_P01W70","GUANOSINE"
266,306.081269978997,96.1010026931763,182544.471577928,27,"IROA_P01W70","GUANOSINE"
267,284.099211569398,96.1010026931763,107896.619364023,27,"IROA_P01W70","GUANOSINE"
268,589.17392523066,96.1010026931763,60090.7412097752,27,"IROA_P01W70","GUANOSINE"
269,307.083732113177,96.1010026931763,23109.8529360544,27,"IROA_P01W70","GUANOSINE"
270,368.05098855384,96.1010026931763,12722.139523633,27,"IROA_P01W70","GUANOSINE"
271,328.062530898399,96.1010026931763,11484.2401326319,27,"IROA_P01W70","GUANOSINE"
272,130.086164625239,27.1139994263649,166042.980949747,28,"IROA_P01W73","L-LYSINE"
273,147.112596956485,27.1139994263649,94104.7790788997,28,"IROA_P01W73","L-LYSINE"
274,527.252712893767,27.1139994263649,43533.1823524784,28,"IROA_P01W73","L-LYSINE"
275,191.076641570663,27.1139994263649,27694.6731651507,28,"IROA_P01W73","L-LYSINE"
276,169.094441503646,27.1139994263649,21317.492997005,28,"IROA_P01W73","L-LYSINE"
277,182.081010938064,82.1039986610413,166913.31598001,29,"IROA_P01W74","L-TYROSINE"
278,165.05439304055,82.1039986610413,109549.558115279,29,"IROA_P01W74","L-TYROSINE"
279,136.075483303536,82.1039986610413,102582.61803292,29,"IROA_P01W74","L-TYROSINE"
280,147.043635326006,82.1039986610413,38437.7819858459,29,"IROA_P01W74","L-TYROSINE"
281,226.044774910114,82.1039986610413,21809.614992981,29,"IROA_P01W74","L-TYROSINE"
282,266.033308034838,82.1039986610413,11674.0879010668,29,"IROA_P01W74","L-TYROSINE"
283,170.081902379869,74.7210001945496,1448664.62353352,30,"IROA_P01W80","PYRIDOXINE"
